phenotype,databaseId,description,cohortId,analysisName,sensitivity95Ci,ppv95Ci,specificity95Ci,npv95Ci,cutPoint,truePositives,trueNegatives,falsePositives,falseNegatives,estimatedPrevalence,f1Score,sensitivity,sensitivityCi95Lb,sensitivityCi95Ub,ppv,ppvCi95Lb,ppvCi95Ub,specificity,specificityCi95Lb,specificityCi95Ub,npv,npvCi95Lb,npvCi95Ub,runDateTime,totalSubjects,rawCases,estimatedCases,rawTar,estimatedTar,rawPrevalence,estimatedPrevalence,rawPrevalenceRate,estimatedPrevalenceRate
alzheimersDiseaseMulti,CPRD_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia - Bynum-EM revision,15482,Female65-74YO,0.859 (0.824 - 0.889),0.365 (0.337 - 0.394),0.997 (0.996 - 0.997),1.000 (1.000 - 1.000),Expected Value,414,217135,718,68,0.22,0.512,0.858628,0.824248,0.888518,0.364841,0.336739,0.393648,0.996704,0.996454,0.996941,0.999687,0.999603,0.999757,Feb 06 2024 1:18:43 PM,218335,1100,481,3724848.9,3726108.1,0.504,0.22,0.03,0.013
alzheimersDiseaseMulti,CPRD_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia Bynum-standard revision,15483,Female65-74YO,0.164 (0.134 - 0.197),0.443 (0.375 - 0.513),0.999 (0.999 - 1.000),0.998 (0.998 - 0.998),Expected Value,94,219384,118,480,0.261,0.239,0.163763,0.134413,0.196622,0.443396,0.375377,0.51302,0.999462,0.999356,0.999555,0.997812,0.997608,0.998003,Feb 06 2024 1:18:43 PM,220076,1100,574,3753507.9,3754602.3,0.5,0.261,0.029,0.015
alzheimersDiseaseMulti,CPRD_RS,xSpec,11754,Female75-84YO,0.082 (0.072 - 0.093),0.752 (0.698 - 0.800),1.000 (0.999 - 1.000),0.985 (0.984 - 0.985),Expected Value,222,162248,72,2487,1.642,0.147,0.08158,0.071544,0.09253,0.751701,0.698223,0.800026,0.999556,0.999441,0.999653,0.984897,0.984296,0.98548,Feb 06 2024 12:32:27 AM,165029,4600,2709,2609487.1,2613015.6,2.787,1.642,0.176,0.104
alzheimersDiseaseMulti,CPRD_RS,Prevalence,5278,Female75-84YO,0.585 (0.566 - 0.603),0.345 (0.331 - 0.359),0.981 (0.981 - 0.982),0.993 (0.992 - 0.993),Expected Value,1609,159286,3055,1143,1.667,0.434,0.584515,0.565836,0.603014,0.344768,0.331121,0.35861,0.981182,0.980509,0.981837,0.992875,0.992452,0.993281,Feb 06 2024 12:32:27 AM,165093,4664,2751,2610406.5,2614000.2,2.825,1.667,0.179,0.105
alzheimersDiseaseMulti,CPRD_RS,[PhePheb] 30 CCW Alzheimers disease,15478,Female75-84YO,0.125 (0.112 - 0.140),0.511 (0.468 - 0.555),0.998 (0.998 - 0.998),0.987 (0.987 - 0.988),Expected Value,270,146759,256,1876,1.438,0.201,0.125408,0.111679,0.14017,0.511407,0.467777,0.554908,0.998259,0.998032,0.998465,0.987378,0.986798,0.98794,Feb 06 2024 1:18:59 PM,149161,4074,2145,2589922.2,2593425.5,2.731,1.438,0.157,0.083
alzheimersDiseaseMulti,CPRD_RS,[PhePheb] 27 CCW Alzheimers disease,15480,Female75-84YO,0.658 (0.638 - 0.678),0.347 (0.332 - 0.361),0.982 (0.981 - 0.983),0.995 (0.995 - 0.995),Expected Value,1413,144354,2661,733,1.438,0.454,0.658275,0.637765,0.678352,0.346588,0.331967,0.36143,0.9819,0.981205,0.982575,0.994948,0.99457,0.995306,Feb 06 2024 1:18:59 PM,149161,4074,2145,2589922.2,2593425.5,2.731,1.438,0.157,0.083
alzheimersDiseaseMulti,CPRD_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia,15481,Female75-84YO,0.808 (0.787 - 0.827),0.335 (0.320 - 0.350),0.982 (0.981 - 0.983),0.998 (0.998 - 0.998),Expected Value,1264,138167,2514,302,1.101,0.473,0.807668,0.787251,0.826923,0.334569,0.319523,0.34987,0.98213,0.981424,0.982816,0.997819,0.997559,0.998058,Feb 06 2024 1:18:59 PM,142247,3679,1566,2476565.8,2480421.4,2.586,1.101,0.149,0.063
alzheimersDiseaseMulti,CPRD_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia - Bynum-EM revision,15482,Female75-84YO,0.816 (0.796 - 0.835),0.335 (0.320 - 0.350),0.982 (0.981 - 0.983),0.998 (0.998 - 0.998),Expected Value,1263,137997,2510,284,1.089,0.475,0.816419,0.79621,0.835419,0.334747,0.31969,0.350061,0.982143,0.981437,0.982829,0.997946,0.997693,0.998178,Feb 06 2024 1:18:59 PM,142054,3673,1547,2473581.6,2477457.2,2.586,1.089,0.148,0.062
alzheimersDiseaseMulti,CPRD_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia Bynum-standard revision,15483,Female75-84YO,0.142 (0.127 - 0.159),0.441 (0.401 - 0.481),0.998 (0.997 - 0.998),0.989 (0.988 - 0.989),Expected Value,269,145305,341,1620,1.281,0.215,0.142403,0.126944,0.158982,0.440984,0.401131,0.48141,0.997659,0.997397,0.9979,0.988967,0.98842,0.989495,Feb 06 2024 1:18:59 PM,147535,3673,1890,2562936.6,2566249.9,2.49,1.281,0.143,0.074
alzheimersDiseaseMulti,CPRD_RS,xSpec,11754,Female85PlusYO,0.051 (0.043 - 0.060),0.727 (0.657 - 0.790),0.999 (0.999 - 1.000),0.973 (0.972 - 0.974),Expected Value,137,91857,50,2528,2.818,0.095,0.051051,0.043003,0.060103,0.727273,0.657483,0.789704,0.999445,0.99927,0.999587,0.973205,0.972155,0.974226,Feb 06 2024 12:37:58 AM,94572,4376,2665,1263954.1,1266628.1,4.627,2.818,0.346,0.21
alzheimersDiseaseMulti,CPRD_RS,Prevalence,5278,Female85PlusYO,0.429 (0.410 - 0.448),0.261 (0.248 - 0.274),0.965 (0.963 - 0.966),0.983 (0.982 - 0.984),Expected Value,1151,88662,3259,1534,2.838,0.324,0.428838,0.410014,0.447816,0.260998,0.248084,0.274229,0.964546,0.96333,0.965732,0.982993,0.982128,0.983826,Feb 06 2024 12:37:58 AM,94606,4410,2685,1264480.9,1267190.8,4.661,2.838,0.349,0.212
alzheimersDiseaseMulti,CPRD_RS,[PhePheb] 30 CCW Alzheimers disease,15478,Female85PlusYO,0.065 (0.055 - 0.077),0.413 (0.357 - 0.471),0.998 (0.997 - 0.998),0.977 (0.976 - 0.978),Expected Value,127,76115,178,1801,2.464,0.113,0.065387,0.054758,0.07736,0.413115,0.357298,0.470636,0.997667,0.997298,0.997997,0.976885,0.975806,0.977929,Feb 06 2024 1:19:11 PM,78221,3684,1928,1247731.1,1250369.7,4.71,2.464,0.295,0.154
alzheimersDiseaseMulti,CPRD_RS,[PhePheb] 27 CCW Alzheimers disease,15480,Female85PlusYO,0.492 (0.470 - 0.515),0.258 (0.244 - 0.272),0.964 (0.963 - 0.965),0.987 (0.986 - 0.988),Expected Value,950,73559,2734,978,2.464,0.338,0.492475,0.46992,0.515054,0.2576,0.24354,0.272046,0.964164,0.962821,0.965472,0.986879,0.986036,0.987684,Feb 06 2024 1:19:11 PM,78221,3684,1928,1247731.1,1250369.7,4.71,2.464,0.295,0.154
alzheimersDiseaseMulti,CPRD_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia,15481,Female85PlusYO,0.643 (0.617 - 0.670),0.246 (0.232 - 0.261),0.962 (0.961 - 0.964),0.993 (0.992 - 0.994),Expected Value,833,64656,2547,460,1.888,0.356,0.643465,0.616668,0.669608,0.246154,0.231708,0.26104,0.962099,0.960628,0.963531,0.99292,0.992246,0.99355,Feb 06 2024 1:19:11 PM,68496,3232,1293,1098593.7,1101553.2,4.719,1.888,0.294,0.117
alzheimersDiseaseMulti,CPRD_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia - Bynum-EM revision,15482,Female85PlusYO,0.649 (0.622 - 0.675),0.246 (0.232 - 0.261),0.962 (0.961 - 0.963),0.993 (0.992 - 0.994),Expected Value,832,64550,2548,450,1.875,0.357,0.648986,0.622151,0.675136,0.246154,0.231708,0.26104,0.96204,0.960566,0.963473,0.993077,0.992409,0.9937,Feb 06 2024 1:19:11 PM,68380,3230,1282,1096827,1099797.4,4.724,1.875,0.294,0.117
alzheimersDiseaseMulti,CPRD_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia Bynum-standard revision,15483,Female85PlusYO,0.087 (0.074 - 0.101),0.348 (0.303 - 0.396),0.996 (0.996 - 0.997),0.980 (0.979 - 0.981),Expected Value,147,74056,275,1546,2.228,0.139,0.086828,0.073845,0.101264,0.348341,0.302902,0.395924,0.9963,0.995837,0.996724,0.979538,0.978503,0.980535,Feb 06 2024 1:19:11 PM,76024,3230,1693,1212972.3,1215358.8,4.249,2.228,0.266,0.139
